type,time,total_objects,total_collision_probability,mean_pc,ecob,expected_max_loss,ssr_index,normalized_ssr_index
S,31,3390.4961193302606,0.17239565425332826,0.004309891356333207,1.2732599668888307,0,0.21950448502637104,1.079086781156453
S,32,3390.2055499624635,0.1714323886665553,0.0042858097166638826,1.27045876174867,0,0.21779778022892857,1.070696599124249
S,33,3389.9455542640417,0.1706241610974666,0.004265604027436665,1.2707211435245527,0,0.21681572910269023,1.0658688235614113
S,34,3389.710597185208,0.16980190601736267,0.004245047650434067,1.2725244193038505,0,0.21607707185143143,1.0622375753181557
S,35,3389.496269078614,0.1688711160630476,0.00422177790157619,1.2731873480830445,0,0.2150045684281356,1.0569651351368785
S,36,3389.298983263907,0.1678981954031855,0.004197454885079638,1.271955716785258,0,0.21355906948101014,1.0498590443167695
Su,1,3639,0.31065018142271683,0.007766254535567921,1,1262244552.0495772,0.31065018142271683,1
Su,2,3205.425346217521,0.6615198112988936,0.01653799528247234,1.453959361805717,1214060384.5483522,0.9618229226579776,3.0961608271175556
Su,3,2850.159154064065,0.8090236299156744,0.02022559074789186,1.6899205132314128,1114487982.1666112,1.3671856278834371,4.401045644402959
Su,4,2824.5603958455677,0.8525439321127685,0.02131359830281921,1.6848109665685647,1213353859.9909549,1.4363753663050782,4.623771213416845
Su,5,3041.121681316304,0.8705439368853531,0.02176359842213383,1.6766631344332943,1431349302.1424172,1.4596089258800962,4.698561318056774
Su,6,3255.9326541095847,0.8135143831501099,0.020337859578752747,1.5847890715487665,1693620932.090006,1.2892487039640301,4.150162404732951
Su,7,3270.658332405555,0.7099276466569053,0.017748191166422633,1.4750740805253666,1836688305.8407981,1.047195870631972,3.370981036727616
Su,8,3129.895202017888,0.6243725200824745,0.01560931300206186,1.387519854699981,1839599559.4967935,0.8663292683434959,2.788761507802371
Su,9,3036.145172294306,0.5734398413261342,0.014335996033153355,1.2742619065627125,1848959461.0797043,0.7307125455072592,2.3522038266990193
Su,10,3092.0620736082637,0.5668260033782341,0.014170650084455852,1.243860804443666,1914077081.9424663,0.7050526485416384,2.269603208704517
Su,11,3221.3005495309044,0.5843397616921666,0.014608494042304165,1.2687332338639645,2024092347.0013933,0.7413712755270009,2.3865148641847433
Su,12,3282.7846089673694,0.5968666944560654,0.014921667361401636,1.3055994699067794,2104529177.0687816,0.7792688398868507,2.5085092058145673
Su,13,3228.6862101302877,0.5870922260513702,0.014677305651284256,1.314503514528137,2115104732.2208188,0.7717347944966736,2.484256699810313
Su,14,3135.543540164751,0.5656186209015686,0.014140465522539215,1.2904653344767627,2084359380.1745627,0.7299112228080279,2.3496243249084157
Su,15,3104.9959056800717,0.5530209248843853,0.01382552312210963,1.2627514099270993,2073808268.9350252,0.698327952616946,2.247956043092398
Su,16,3157.2293356773216,0.557010999962669,0.013925274999066725,1.2610636416494474,2108565601.5202668,0.7024263200517236,2.2611489130144684
Su,17,3225.502619701544,0.5677477056214717,0.014193692640536793,1.2808467005937196,2160540508.510841,0.7271977755149165,2.3408895890048846
Su,18,3238.953044359102,0.5707699822231516,0.014269249555578789,1.2960324599365625,2188212612.904338,0.7397364241186192,2.381252187688324
Su,19,3194.529494365664,0.5630293881025749,0.01407573470256437,1.2921492336959173,2178205447.4367223,0.7275179923850233,2.3419203847013184
Su,20,3147.7632378008047,0.5535791010179643,0.013839477525449107,1.2765500236958114,2155338200.9308515,0.7066714145219882,2.274814105324426
Su,21,3146.362090696619,0.5512702402755774,0.013781756006889434,1.2667335916615787,2151833601.618264,0.6983125314404236,2.247906401477988
Su,22,3183.75886674917,0.5559661307810551,0.013899153269526376,1.2712461150134455,2173019071.3362646,0.7067697838344734,2.275130761545371
Su,23,3215.529430852456,0.5606453423537193,0.014016133558842982,1.281715786457096,2198009269.285795,0.7185879858984052,2.313174203238554
Su,24,3210.989056034951,0.5598713399242962,0.013996783498107405,1.2853667778723672,2205205026.4232183,0.7196400202215774,2.3165607595198154
Su,25,3181.4842476373224,0.5552341086849635,0.013880852717124087,1.2797086698378162,2193410970.60619,0.7105379026738201,2.2872605430960835
Su,26,3161.3261442636117,0.5520152542187938,0.013800381355469845,1.2719368577060155,2180288532.23701,0.70212854785684,2.260190367960608
Su,27,3169.1226323198302,0.5528575475094792,0.01382143868773698,1.2698427575527302,2181244383.544248,0.7020421526632767,2.2599122570862877
Su,28,3192.035506271372,0.5556427715085314,0.013891069287713284,1.2737765024169858,2194445367.42444,0.7077647060854175,2.278333470928599
Su,29,3204.366134885749,0.5567817052640881,0.013919542631602203,1.2776364854001188,2206052359.599916,0.7113646210486944,2.2899217949617285
Su,30,3195.7281898716574,0.5553091458279621,0.013882728645699052,1.276985439475375,2205889155.1261964,0.7091216936298153,2.2827016883820157
Su,31,3178.6855125340817,0.5532963806064343,0.013832409515160857,1.2732599668888307,2196983643.5716867,0.7044901312506584,2.2677924346421814
Su,32,3171.930382262145,0.5528703231668531,0.01382175807917133,1.27045876174867,2190549586.25582,0.7023989461781472,2.261060795011604
Su,33,3180.38530342105,0.5539604448008958,0.013849011120022394,1.2707211435245527,2191089536.165767,0.7039292498847641,2.265986926712569
Su,34,3192.7955954913496,0.55491317361786,0.013872829340446499,1.2725244193038505,2196628096.8532844,0.706140564022124,2.2731052684023516
Su,35,3196.0085389140863,0.5546356690603714,0.013865891726509285,1.2731873480830445,2200479453.5075064,0.7061551166432394,2.2731521140891906
Su,36,3188.5279658283166,0.5536761823590947,0.013841904558977366,1.271955716785258,2198598782.3492928,0.7042515853994875,2.267024542442414
