type,time,total_objects,total_collision_probability,mean_pc,ecob,expected_max_loss,ssr_index,normalized_ssr_index
D,1,110,0.025176796717786498,6.294199179446624e-4,1,0,0.025176796717786498,1
D,2,1458.02743414324,1.070270225843427,0.02675675564608567,3.3238345339001905,0,3.5574011372635383,141.29681297980068
D,3,2642.7249262966166,1.5663465474854248,0.03915866368713562,3.9999085661048737,0,6.265242972775745,248.84988519407543
D,4,3645.2791684439853,1.8855997695867235,0.04713999423966809,4.1618057339537105,0,7.847499933007821,311.6957260676393
D,5,4423.446429846708,2.1231092965386407,0.053077732413466014,4.233839490641942,0,8.98890398263433,357.0312809605359
D,6,4983.040453704756,2.2442931478552146,0.05610732869638036,4.205746604202177,0,9.438928285426282,374.90584649150463
D,7,5360.740897672342,2.2990336168979315,0.057475840422448285,4.201788700210996,0,9.660053472886945,383.68874250243545
D,8,5610.555188022678,2.3054977336063933,0.057637443340159834,4.145517740519679,0,9.557481755393217,379.61468500244916
D,9,5770.06062908388,2.279763652785616,0.05699409131964041,4.065519846940479,0,9.268424376733446,368.13358270417456
D,10,5878.988731304878,2.24358843793312,0.056089710948328,3.9905179073627646,0,8.953079838324168,355.60837777266323
D,11,5969.166056904386,2.2366203543047662,0.05591550885761915,3.9114383408241404,0,8.748402607695336,347.47877999566583
D,12,6045.407153944923,2.2819082794566725,0.057047706986416806,3.9404719841404914,0,8.99179564557725,357.14613524384026
D,13,6095.626449718531,2.330131109127546,0.05825327772818865,4.0156332688785525,0,9.356952002661455,371.6498213631405
D,14,6115.11753067348,2.339562697271747,0.058489067431793676,4.04870298976307,0,9.472194487182275,376.22715047345605
D,15,6102.324029443618,2.3101795279097077,0.05775448819774269,4.01782083545348,0,9.281887440873708,368.6683236520073
D,16,6066.441844481575,2.2774263328474746,0.05693565832118686,3.974586386756163,0,9.051827699375583,359.5305550916568
D,17,6023.267797280914,2.270838922308948,0.05677097305772369,3.965995622831216,0,9.006137226032042,357.71577007926237
D,18,5982.69638762404,2.2864644876169877,0.0571616121904247,3.997116903971394,0,9.139265853784153,363.00352090969506
D,19,5942.149307262747,2.296291709298627,0.057407292732465684,4.0329458778475775,0,9.260820183351466,367.8315508981741
D,20,5893.4277330025625,2.2809568504743005,0.05702392126185751,4.035325331971571,0,9.204402959853036,365.5907088986606
D,21,5834.278131873037,2.249336560755572,0.0562334140188893,4.008448987879813,0,9.016350860361733,358.1214465616274
D,22,5770.773663433764,2.2257118657486954,0.055642796643717386,3.9862675275345,0,8.87228293608225,352.39919659097467
D,23,5710.358861638267,2.221932612013754,0.055548315300343855,3.9898043148018925,0,8.865076322611516,352.1129563058616
D,24,5655.318301269075,2.227735530152154,0.055693388253803856,4.012114529026495,0,8.937930087352,355.00664312222347
D,25,5602.42777780568,2.224652794358504,0.0556163198589626,4.027713627448,0,8.960264376178019,355.89374123388444
D,26,5548.263623498644,2.2065201658765647,0.05516300414691412,4.021468199899631,0,8.873450679509864,352.4455783225628
D,27,5493.147646140537,2.183052812783323,0.054576320319583066,4.002579099100864,0,8.73784156067988,347.05930459004384
D,28,5440.924461720519,2.168968101441633,0.05422420253604082,3.991787464130511,0,8.658059677433664,343.8904390611796
D,29,5394.821458571654,2.1677061009052205,0.05419265252263051,3.9977257604705865,0,8.665894520718053,344.2016320764075
D,30,5354.412317423741,2.169667989310822,0.05424169973277056,4.011150394295369,0,8.702864610814144,345.67005121290447
D,31,5316.787221117411,2.1640582217501074,0.05410145554375268,4.016224098028924,0,8.691342779730402,345.2124143175959
D,32,5280.00882281615,2.1500457906703794,0.053751144766759476,4.008137392370832,0,8.617678928895458,342.2865516011963
D,33,5244.979941797204,2.1362313173391403,0.053405782933478516,3.996722938473423,0,8.537924707894641,339.11878479214573
D,34,5213.987552190273,2.1302681525374463,0.053256703813436154,3.993114246993711,0,8.506404109814248,337.86681463749443
D,35,5187.9914574322665,2.1312646792276313,0.05328161698069078,3.9989105152240274,0,8.52273673648894,338.515532060039
D,36,5165.667418384568,2.131955800039356,0.053298895000983906,4.006074899984183,0,8.540774618413362,339.23198070625136
S,1,3766,0.2034168973797723,0.005085422434494308,1,0,0.2034168973797723,1
S,2,3697.744980936639,0.8698434108618526,0.021746085271546315,3.3238345339001905,0,2.8912155681081577,14.21325172761021
S,3,3640.896512302097,1.0730404318511704,0.02682601079627926,3.9999085661048737,0,4.292063615138369,21.099838166960314
S,4,3593.6547199008396,1.1821224091330986,0.029553060228327467,4.1618057339537105,0,4.919763820565304,24.185620191523594
S,5,3554.4441373915906,1.2533346753965149,0.031333366884912874,4.233839490641942,0,5.306417843684664,26.086416182908177
S,6,3521.925606544957,1.302617206654347,0.03256543016635868,4.205746604202177,0,5.478477893461846,26.932265529710232
S,7,3494.9731589510734,1.335475249160444,0.033386881229011095,4.201788700210996,0,5.611384811333819,27.585637592621215
S,8,3472.645572094973,1.3559265532478233,0.03389816383119558,4.145517740519679,0,5.621017581330553,27.632992409850335
S,9,3454.158138408811,1.3677321792216584,0.03419330448054146,4.065519846940479,0,5.560542319924804,27.335695271880308
S,10,3438.856752483809,1.3748938252759833,0.03437234563189959,3.9905179073627646,0,5.486538430486303,26.9718912300738
S,11,3426.1948692412243,1.3800230502474853,0.03450057625618713,3.9114383408241404,0,5.397875069959094,26.53602104588906
S,12,3415.7137850559056,1.3844567713242864,0.03461141928310716,3.9404719841404914,0,5.455413120656949,26.81887881945167
S,13,3407.0296144049767,1.3876602162688068,0.03469150540672017,4.0156332688785525,0,5.572334530348227,27.393665925131437
