type,time,total_objects,total_collision_probability,mean_pc,ecob,expected_max_loss,ssr_index,normalized_ssr_index
Su,9,2914.054853530423,0.483926653238552,0.0120981663309638,1.1813681050628715,1880551818.338755,0.5716955133258455,1.840319264284966
Su,10,2991.6039526514064,0.4663205850506873,0.011658014626267182,1.162879967809181,1940921366.4431968,0.5422748669325017,1.7456125872806167
Su,11,3168.747660527681,0.4684786195922921,0.011711965489807302,1.1666976382129695,2085970391.3488708,0.5465728990315993,1.75944818872599
Su,12,3263.208058480382,0.46443316682145896,0.011610829170536473,1.1738525781269575,2202056386.9701676,0.545176070241037,1.7549517201124352
Su,13,3197.1998327293254,0.4536423211313656,0.01134105802828414,1.1710075293540019,2214161113.009993,0.5312185736784552,1.7100217719029758
Su,14,3067.88052074864,0.4440235402181687,0.011100588505454218,1.1590094276411544,2156225880.790089,0.5146274692074588,1.6566140951554127
Su,15,3018.2550534203674,0.44209214677645914,0.011052303669411479,1.1556961449752177,2121961508.6264067,0.510924189753372,1.6446930351478937
Su,16,3085.088702297256,0.4452234280622641,0.011130585701556603,1.1610696569494883,2161182763.855251,0.5169354128861282,1.664043492647149
Su,17,3181.0774348700497,0.4466929650081025,0.011167324125202563,1.1680020636033737,2235860257.0421853,0.5217383049265734,1.679504265978904
Su,18,3205.123326877322,0.44327114405118784,0.011081778601279697,1.170558186497458,2277436884.018324,0.5188746665072118,1.6702860565890152
Su,19,3146.648499987377,0.43780883129206993,0.010945220782301748,1.1648737751236604,2260778171.963454,0.5099920260896712,1.6416923491047322
Su,20,3079.953103909763,0.4354294543200292,0.01088573635800073,1.1584200318969158,2221122113.5883813,0.5044102023622649,1.6237241518809524
Su,21,3074.084658173914,0.43716325007984447,0.010929081251996112,1.1583662582591698,2209661371.2829533,0.5063951582434072,1.6301138339086647
Su,22,3124.2941503366483,0.4394037395161825,0.010985093487904562,1.162334194013355,2238553665.317014,0.5107339914169962,1.6440807762542895
Su,23,3170.160109168514,0.43884796784694935,0.010971199196173734,1.1655273171450182,2275864020.5206876,0.5114892945991981,1.6465121386914296
